segment	fivePrime	threePrime	counts
PB2_vRNA	290	2025	0
PA_vRNA	207	521	1
HA_vRNA	246	1621	5
PB1_vRNA	1085	1148	0
PA_vRNA	332	2037	0
HA_vRNA	261	509	1
NP_vRNA	512	1116	0
PA_vRNA	568	1712	0
PA_vRNA	308	434	663
NS_vRNA	553	622	1
PB1_vRNA	756	1775	0
NP_vRNA	181	1090	0
PB2_vRNA	273	2222	0
PA_vRNA	319	2012	0
PB1_vRNA	308	2155	0
PA_vRNA	488	2011	0
PB1_vRNA	702	1701	0
PB2_vRNA	226	301	0
PB2_vRNA	476	1871	0
PB2_vRNA	274	2221	0
NA_vRNA	461	1122	0
PB1_vRNA	654	860	0
PB2_vRNA	408	2103	0
PB2_vRNA	462	2075	0
PB1_vRNA	239	2202	4
NA_vRNA	307	1130	0
NA_vRNA	112	857	1
PA_vRNA	442	1781	0
PB1_vRNA	661	1811	0
NA_vRNA	569	696	1
PA_vRNA	275	2054	0
PA_vRNA	229	2083	0
PB1_vRNA	405	1897	0
PB2_vRNA	268	2099	1
PB2_vRNA	809	1568	0
NP_vRNA	47	1048	0
PA_vRNA	486	1746	0
NA_vRNA	147	716	0
PB2_vRNA	284	2139	0
PB1_vRNA	524	617	0
NP_vRNA	242	1367	0
PB1_vRNA	554	1898	10
PB1_vRNA	384	2056	4
NA_vRNA	717	747	0
PB1_vRNA	416	2035	0
PA_vRNA	351	1892	0
PB2_vRNA	387	1768	0
PA_vRNA	411	1391	1
PA_vRNA	318	2124	8
PA_vRNA	420	1874	2
PB2_vRNA	267	2174	0
NA_vRNA	748	1166	0
NP_vRNA	350	1068	0
NA_vRNA	1026	1066	0
NP_vRNA	429	761	0
PB1_vRNA	374	2086	0
PA_vRNA	420	1905	0
HA_vRNA	230	530	0
PA_vRNA	525	1866	268
NA_vRNA	114	1093	3
PB2_vRNA	970	1372	0
PB1_vRNA	349	2027	0
NA_vRNA	562	1040	0
NP_vRNA	1042	1277	1
PB2_vRNA	337	2172	0
PB1_vRNA	432	2006	0
NA_vRNA	1007	1046	0
NP_vRNA	380	1130	2
PB2_vRNA	2077	2094	19
NA_vRNA	866	1133	0
PB2_vRNA	250	2206	0
PB2_vRNA	356	2170	0
PB2_vRNA	216	2180	0
NA_vRNA	315	692	0
PB2_vRNA	512	2025	0
PB2_vRNA	357	2260	0
PB2_vRNA	290	2125	0
PB2_vRNA	230	2212	3
PB1_vRNA	592	665	0
HA_vRNA	1041	1059	0
HA_vRNA	93	159	7
PB2_vRNA	721	1731	0
PA_vRNA	194	2139	0
PA_vRNA	356	2019	0
HA_vRNA	102	834	1
PB2_vRNA	207	2130	0
PA_vRNA	401	478	0
PB1_vRNA	620	1677	0
PB1_vRNA	1546	1809	0
PB2_vRNA	380	755	0
NP_vRNA	338	1012	1
NA_vRNA	964	992	1
HA_vRNA	414	745	0
NP_vRNA	771	1032	0
PB2_vRNA	287	2061	0
PB1_vRNA	347	553	0
HA_vRNA	217	1681	0
PA_vRNA	417	1893	0
PA_vRNA	246	1984	0
NA_vRNA	1028	1064	0
HA_vRNA	318	1593	0
NA_vRNA	179	1195	0
NP_vRNA	420	812	0
PA_vRNA	223	1986	0
PB2_vRNA	268	2108	0
HA_vRNA	517	919	0
PB2_vRNA	309	1949	1
NP_vRNA	588	958	0
PA_vRNA	281	2100	21
PB2_vRNA	698	776	0
NS_vRNA	347	574	1
PA_vRNA	783	859	0
M_vRNA	333	480	1
PA_vRNA	667	2203	0
NP_vRNA	191	1411	0
PB2_vRNA	529	884	1
PB2_vRNA	387	1955	0
PB1_vRNA	318	424	0
PB1_vRNA	358	2181	0
PB2_vRNA	308	2085	0
PB2_vRNA	502	900	0
NP_vRNA	1120	1313	0
M_vRNA	412	583	1
PB2_vRNA	312	2145	0
NA_vRNA	401	1109	0
NA_vRNA	947	1055	0
PA_vRNA	561	1823	0
PA_vRNA	799	1699	2
NP_vRNA	139	323	0
NP_vRNA	668	682	0
PB1_vRNA	296	2178	0
NP_vRNA	679	810	1
PA_vRNA	373	2067	0
PA_vRNA	351	1941	0
PB1_vRNA	1239	1271	1
M_vRNA	468	642	0
NA_vRNA	838	1051	0
PA_vRNA	149	1596	0
PB1_vRNA	504	1987	10
PA_vRNA	236	1952	0
PA_vRNA	786	834	0
PB2_vRNA	479	1911	0
PA_vRNA	788	1639	0
PB1_vRNA	478	1923	0
PA_vRNA	423	1997	0
PB2_vRNA	711	1763	0
PA_vRNA	761	1692	0
PA_vRNA	303	1987	0
PB1_vRNA	960	983	8
NA_vRNA	419	843	0
NP_vRNA	358	996	0
PB2_vRNA	510	634	0
PA_vRNA	591	1717	1
PA_vRNA	267	2053	0
NA_vRNA	439	791	0
PB2_vRNA	926	1475	0
PA_vRNA	1049	1738	0
PA_vRNA	925	1960	1
PA_vRNA	407	1873	0
PA_vRNA	347	1963	0
PA_vRNA	157	1708	1
PB2_vRNA	454	2145	0
PA_vRNA	903	1227	0
NA_vRNA	626	746	2
PA_vRNA	424	1610	1
NP_vRNA	484	502	5
PA_vRNA	278	1977	0
PB2_vRNA	1024	1256	0
HA_vRNA	256	1588	0
HA_vRNA	446	1421	4
PB1_vRNA	360	1941	0
PB1_vRNA	756	1714	0
PA_vRNA	428	1827	10
NP_vRNA	1221	1487	1
PA_vRNA	618	2168	0
NS_vRNA	355	782	0
NP_vRNA	1169	1194	0
PA_vRNA	205	1832	0
NP_vRNA	985	1070	0
PA_vRNA	444	980	1
PB1_vRNA	324	2005	0
PB2_vRNA	275	2092	0
PB1_vRNA	698	1785	1
PB1_vRNA	388	2004	0
NP_vRNA	229	1050	0
PA_vRNA	566	1726	0
PA_vRNA	228	2021	0
M_vRNA	556	711	1
PA_vRNA	509	1802	0
NP_vRNA	941	1176	0
PB2_vRNA	392	2085	0
NP_vRNA	202	1414	225
PB1_vRNA	450	1963	0
PA_vRNA	468	1806	0
NP_vRNA	370	638	0
PA_vRNA	308	2012	0
PB1_vRNA	729	1768	0
PB2_vRNA	728	757	0
PB2_vRNA	218	2187	0
PA_vRNA	526	1811	0
PB2_vRNA	567	1787	0
NP_vRNA	962	975	1
PB2_vRNA	559	1851	0
PB2_vRNA	497	1933	0
NA_vRNA	576	885	0
PA_vRNA	802	884	1
PA_vRNA	285	1962	0
PB1_vRNA	1065	1422	0
PA_vRNA	1629	1663	0
NA_vRNA	333	1114	0
PA_vRNA	316	2010	0
PB2_vRNA	515	600	0
PA_vRNA	276	1687	1
PB2_vRNA	425	1987	0
PB2_vRNA	539	629	0
PB2_vRNA	311	2057	584
NA_vRNA	596	638	0
PB2_vRNA	1245	2104	0
HA_vRNA	257	315	1
NA_vRNA	449	545	0
NP_vRNA	785	912	2
PB1_vRNA	1094	2158	0
PB2_vRNA	605	1167	0
HA_vRNA	530	1372	0
NP_vRNA	627	1074	0
PA_vRNA	109	2017	1
NP_vRNA	440	984	0
PB2_vRNA	329	2146	0
PA_vRNA	99	2074	0
NA_vRNA	198	380	0
NS_vRNA	713	753	0
PB2_vRNA	550	1834	2
NP_vRNA	514	654	0
PA_vRNA	298	1964	7
PA_vRNA	473	1752	2
PA_vRNA	624	1973	0
NA_vRNA	316	533	0
HA_vRNA	799	1117	0
PB1_vRNA	469	1995	0
PA_vRNA	289	2058	0
PB1_vRNA	471	1968	0
PB1_vRNA	282	2088	0
PB2_vRNA	187	404	0
PA_vRNA	656	1826	0
PB2_vRNA	453	1809	0
NP_vRNA	323	1314	0
PB1_vRNA	598	662	0
HA_vRNA	1132	1590	2
PB2_vRNA	209	2064	0
NA_vRNA	247	1249	0
PB1_vRNA	405	2044	5
PB1_vRNA	244	345	0
HA_vRNA	165	1445	0
PB2_vRNA	498	1876	0
PB1_vRNA	394	2053	0
PB1_vRNA	296	1856	0
M_vRNA	290	719	0
PB1_vRNA	826	1583	0
PB2_vRNA	237	2135	0
PB1_vRNA	369	2012	0
PB2_vRNA	1531	1576	0
M_vRNA	375	389	0
PA_vRNA	1319	1533	0
PB1_vRNA	104	798	0
PB2_vRNA	454	1971	10
PB1_vRNA	407	2101	0
PB1_vRNA	336	2145	0
PA_vRNA	568	1658	0
PB2_vRNA	1546	1611	0
PB1_vRNA	568	1933	17
PB1_vRNA	322	2087	0
HA_vRNA	689	1245	0
PA_vRNA	755	1826	0
NP_vRNA	804	1037	2
PA_vRNA	307	1948	0
PA_vRNA	376	1882	0
PB2_vRNA	750	1544	0
M_vRNA	428	632	0
PA_vRNA	334	1979	0
PB1_vRNA	312	2038	0
NA_vRNA	654	998	1
NA_vRNA	288	1197	0
NP_vRNA	982	1033	0
PA_vRNA	269	2065	1
PB2_vRNA	283	2166	0
PB1_vRNA	444	1975	0
PB1_vRNA	448	2039	0
HA_vRNA	369	1461	1
PB1_vRNA	524	2036	0
PB1_vRNA	362	2021	0
PA_vRNA	692	1684	0
PA_vRNA	266	2070	0
NP_vRNA	617	638	0
PB2_vRNA	326	2170	0
PA_vRNA	701	1561	0
PB2_vRNA	227	2213	0
HA_vRNA	167	676	1
PA_vRNA	1930	2109	0
PB2_vRNA	266	2097	1
NP_vRNA	735	1087	0
PA_vRNA	687	925	0
PA_vRNA	316	1779	0
PA_vRNA	370	1999	0
PB2_vRNA	376	1984	0
PA_vRNA	428	1034	5
NA_vRNA	511	895	0
PB2_vRNA	438	1983	0
PB2_vRNA	517	1960	81
NA_vRNA	513	1077	1
NA_vRNA	446	1036	0
NA_vRNA	880	990	0
PA_vRNA	1250	1582	0
PB2_vRNA	389	2011	0
M_vRNA	160	207	0
NA_vRNA	468	1139	0
NP_vRNA	420	1125	0
PB1_vRNA	723	1215	0
NP_vRNA	772	823	0
NA_vRNA	112	1076	0
PB2_vRNA	355	1999	0
PA_vRNA	419	1960	0
PB1_vRNA	295	2173	4
PB2_vRNA	1418	1496	0
PB2_vRNA	600	1906	0
PB1_vRNA	308	2023	0
NA_vRNA	420	1131	6
PA_vRNA	631	1731	0
M_vRNA	231	267	1
PA_vRNA	1057	1603	0
PB2_vRNA	723	757	0
NS_vRNA	309	720	5
PB2_vRNA	455	2015	0
PB1_vRNA	819	2078	2
PB2_vRNA	285	2104	0
HA_vRNA	355	1462	0
NA_vRNA	477	1089	0
PB2_vRNA	390	2023	0
NP_vRNA	351	1041	0
PA_vRNA	406	1833	0
PB1_vRNA	462	477	0
HA_vRNA	128	1543	0
PB2_vRNA	244	2237	0
NA_vRNA	1036	1098	0
PB2_vRNA	343	2074	0
M_vRNA	156	305	1
PB2_vRNA	232	2152	0
PA_vRNA	656	1584	0
PB2_vRNA	319	2047	0
PB2_vRNA	1963	2060	0
PA_vRNA	755	1583	0
PB1_vRNA	407	2112	0
M_vRNA	145	286	0
PB2_vRNA	499	627	0
NS_vRNA	246	496	2
PA_vRNA	157	324	0
PA_vRNA	350	2026	0
PA_vRNA	526	1726	0
NP_vRNA	779	1040	3
NS_vRNA	199	703	0
PA_vRNA	226	2106	0
PB1_vRNA	646	1878	0
NP_vRNA	548	1141	0
PB2_vRNA	261	2167	0
PA_vRNA	378	1967	0
PB2_vRNA	640	1921	0
PA_vRNA	383	1893	0
PB1_vRNA	858	1667	0
PA_vRNA	1818	1872	0
HA_vRNA	1104	1204	1
PA_vRNA	560	1547	0
PA_vRNA	625	1331	0
PB2_vRNA	464	2036	0
PB1_vRNA	260	1741	0
PA_vRNA	1919	1978	0
PB2_vRNA	1083	2115	0
NP_vRNA	954	984	0
NA_vRNA	474	492	0
PA_vRNA	315	1946	0
PA_vRNA	568	1151	1
PB2_vRNA	1549	2062	1
PA_vRNA	426	1956	0
PA_vRNA	633	1807	0
PB2_vRNA	803	1548	0
PB2_vRNA	134	1248	0
PA_vRNA	385	1819	1
NA_vRNA	743	1040	0
NP_vRNA	953	970	0
PB2_vRNA	604	648	0
PA_vRNA	241	478	1
PB2_vRNA	329	1972	0
PB2_vRNA	245	2222	0
NA_vRNA	374	483	0
PA_vRNA	480	1964	0
NA_vRNA	456	932	1
PB1_vRNA	528	1972	0
HA_vRNA	1387	1400	0
PB1_vRNA	275	330	1
PB2_vRNA	515	1939	0
PA_vRNA	285	2032	1
HA_vRNA	643	1160	1
PB1_vRNA	259	2141	0
M_vRNA	582	610	0
HA_vRNA	303	973	0
NS_vRNA	63	94	0
PB1_vRNA	772	1482	0
PA_vRNA	407	1945	0
PB2_vRNA	231	2176	0
NP_vRNA	728	971	0
PA_vRNA	315	1963	0
PB1_vRNA	570	1935	0
PB2_vRNA	554	1833	0
PB2_vRNA	305	2062	0
PA_vRNA	265	2059	0
PB1_vRNA	309	2157	1
NP_vRNA	210	272	5
NP_vRNA	613	767	0
PB2_vRNA	752	1785	41
PB2_vRNA	207	2231	0
PB1_vRNA	354	2075	0
PB2_vRNA	594	2106	0
PB2_vRNA	392	1242	0
PB2_vRNA	268	2172	0
NP_vRNA	148	824	0
NP_vRNA	217	1400	0
NP_vRNA	1068	1151	0
PA_vRNA	209	2075	0
PA_vRNA	238	1970	6
PA_vRNA	317	1920	0
PA_vRNA	349	2021	0
PB1_vRNA	322	2139	0
PA_vRNA	420	1729	1
NA_vRNA	235	1332	0
PB2_vRNA	541	1903	0
PA_vRNA	236	2115	0
NA_vRNA	340	1164	0
PB1_vRNA	415	1966	0
PB2_vRNA	399	2035	0
PA_vRNA	1355	1398	0
M_vRNA	406	429	17
HA_vRNA	358	1595	2
NP_vRNA	292	1405	0
PB1_vRNA	619	1978	0
NA_vRNA	451	1160	0
PA_vRNA	298	1976	0
PB2_vRNA	337	2201	0
PA_vRNA	145	1292	2
PA_vRNA	293	2074	0
PB2_vRNA	901	1476	0
HA_vRNA	821	1421	1
PB2_vRNA	207	391	1
NP_vRNA	458	1146	2
PA_vRNA	494	1973	5
HA_vRNA	254	1169	0
PA_vRNA	799	904	2
PB1_vRNA	497	2279	27
PB2_vRNA	1887	2206	0
NA_vRNA	274	430	0
NP_vRNA	233	256	1
PB2_vRNA	719	1760	0
PB2_vRNA	832	1698	0
PB2_vRNA	601	630	0
PA_vRNA	965	1920	0
PA_vRNA	424	1014	2
NA_vRNA	525	1110	10
PA_vRNA	486	1927	0
PA_vRNA	426	1826	0
PB1_vRNA	1710	1719	0
NS_vRNA	477	547	0
PB2_vRNA	550	1858	0
PB2_vRNA	208	2153	0
PB2_vRNA	343	1975	0
NA_vRNA	449	554	1
NP_vRNA	715	761	0
M_vRNA	471	563	0
PA_vRNA	321	1950	0
PB1_vRNA	662	1716	0
PB2_vRNA	508	1246	1
PB2_vRNA	573	1886	0
PB2_vRNA	515	1883	0
PB1_vRNA	475	2035	0
M_vRNA	200	705	0
NP_vRNA	805	1087	1
PB1_vRNA	322	1931	0
PB1_vRNA	1224	1647	1
PB1_vRNA	642	1780	0
PB1_vRNA	1988	2111	0
PA_vRNA	391	1931	0
PB2_vRNA	386	2085	0
PA_vRNA	172	2105	0
PA_vRNA	1426	1812	0
PB1_vRNA	450	2022	0
PA_vRNA	427	1826	12355
PB2_vRNA	243	2210	0
NP_vRNA	233	368	1
PA_vRNA	427	1979	0
PA_vRNA	149	1042	1
NP_vRNA	938	970	0
PB1_vRNA	492	1977	0
NP_vRNA	387	1257	3
PB2_vRNA	713	2121	1
PB2_vRNA	521	1959	1
PA_vRNA	102	520	1
PB1_vRNA	643	1818	0
PA_vRNA	453	1916	0
NP_vRNA	1196	1243	0
PB1_vRNA	532	1821	0
PB1_vRNA	368	2085	0
PB1_vRNA	2149	2195	2
PB1_vRNA	353	2134	0
PA_vRNA	1019	1086	0
HA_vRNA	819	1076	0
PA_vRNA	508	1820	0
PB2_vRNA	604	1871	1
NP_vRNA	379	725	12
NP_vRNA	167	258	4
PB2_vRNA	611	1866	0
NA_vRNA	281	1069	2
NA_vRNA	480	942	0
NA_vRNA	620	733	0
NS_vRNA	253	544	2
PB2_vRNA	822	1616	0
PB2_vRNA	454	1986	0
M_vRNA	305	392	0
NA_vRNA	340	1198	11
NP_vRNA	621	939	1
PA_vRNA	1480	1622	0
PB2_vRNA	442	1973	0
PB2_vRNA	410	2036	1
NA_vRNA	385	1013	0
NP_vRNA	951	1065	0
PB1_vRNA	296	2191	0
PA_vRNA	786	871	0
PB1_vRNA	1402	1445	0
PB2_vRNA	216	286	0
NA_vRNA	247	1221	0
M_vRNA	216	396	2
PB2_vRNA	551	1789	0
NP_vRNA	777	876	0
PB2_vRNA	516	1918	28
PA_vRNA	69	896	0
PA_vRNA	703	2054	1
M_vRNA	190	836	0
PB2_vRNA	268	2215	0
NA_vRNA	324	670	0
PA_vRNA	424	1823	6
NA_vRNA	511	1074	0
PA_vRNA	906	1348	0
PA_vRNA	101	217	0
PA_vRNA	519	1627	0
NS_vRNA	567	728	0
PB1_vRNA	408	850	0
PB2_vRNA	299	2067	0
PA_vRNA	1350	1436	0
PA_vRNA	261	2031	637
PA_vRNA	257	2045	0
NA_vRNA	395	1280	0
PB2_vRNA	164	194	0
NA_vRNA	520	1011	0
PB2_vRNA	336	2061	0
PA_vRNA	251	2077	0
NP_vRNA	164	787	1
PA_vRNA	291	2064	0
NP_vRNA	295	1280	0
NA_vRNA	631	746	0
NP_vRNA	53	409	1
PB2_vRNA	225	2216	0
M_vRNA	315	707	0
NP_vRNA	717	1224	1
PB1_vRNA	331	2151	0
PA_vRNA	401	2138	1
NA_vRNA	229	609	2
PA_vRNA	418	1903	0
PA_vRNA	166	193	0
NA_vRNA	1025	1060	1
PA_vRNA	384	1871	0
PB1_vRNA	285	2033	0
PB2_vRNA	512	1621	0
NA_vRNA	524	938	0
PA_vRNA	566	1664	0
NP_vRNA	485	1112	0
PA_vRNA	389	1939	0
NA_vRNA	343	1185	0
PA_vRNA	701	1550	0
HA_vRNA	779	1121	0
NP_vRNA	854	1087	2
PB2_vRNA	187	2065	0
NS_vRNA	165	773	2
PB2_vRNA	343	2015	0
PB2_vRNA	343	2086	0
PB2_vRNA	218	2197	0
M_vRNA	498	857	2
PB1_vRNA	1699	1743	0
PA_vRNA	256	2058	0
NP_vRNA	344	875	1
NA_vRNA	458	1098	0
NA_vRNA	847	988	0
PA_vRNA	633	1644	0
PB2_vRNA	289	2102	0
PA_vRNA	561	1824	0
NA_vRNA	477	1044	0
PA_vRNA	291	356	584
PB1_vRNA	300	2189	1
PB1_vRNA	289	2151	0
PA_vRNA	433	925	1
NA_vRNA	248	1249	0
PB2_vRNA	216	2085	0
PA_vRNA	241	2038	0
PA_vRNA	181	2105	0
NA_vRNA	468	1008	0
PA_vRNA	662	1649	0
PB1_vRNA	316	2143	0
PA_vRNA	427	1811	0
PB1_vRNA	258	2195	0
PB1_vRNA	392	2053	0
PA_vRNA	1036	1957	1
NA_vRNA	1071	1100	0
PA_vRNA	470	1884	22
PB2_vRNA	449	1950	0
NP_vRNA	332	1310	0
PA_vRNA	490	1813	0
PB2_vRNA	852	1506	0
PA_vRNA	462	1748	0
PB1_vRNA	227	2155	0
PB2_vRNA	451	1862	0
PA_vRNA	295	2064	0
PB1_vRNA	332	2173	0
PB2_vRNA	742	882	0
PB2_vRNA	1165	1367	0
PB2_vRNA	215	1998	0
PA_vRNA	264	1933	0
PA_vRNA	1367	1645	1
PB2_vRNA	305	2073	0
NP_vRNA	728	1370	0
PB1_vRNA	342	2119	93
PB1_vRNA	832	1602	0
NA_vRNA	413	1043	0
PB2_vRNA	325	2152	0
NP_vRNA	548	1002	0
PB1_vRNA	204	2136	0
PA_vRNA	430	1944	0
NP_vRNA	553	1099	0
PA_vRNA	930	1471	0
PB2_vRNA	290	2135	0
HA_vRNA	484	1619	0
PA_vRNA	792	1182	0
PA_vRNA	560	1826	0
PA_vRNA	150	1024	0
NS_vRNA	243	706	1
PA_vRNA	415	1889	0
HA_vRNA	77	459	0
PA_vRNA	486	1860	0
PB1_vRNA	453	1962	0
PB2_vRNA	393	2015	0
NA_vRNA	332	1212	0
PB1_vRNA	389	2188	0
NP_vRNA	330	1368	5
PB1_vRNA	377	1913	3827
PA_vRNA	495	1826	0
PB1_vRNA	610	1766	0
PA_vRNA	480	2054	0
PB2_vRNA	597	1085	0
HA_vRNA	332	1525	0
HA_vRNA	93	745	0
PB2_vRNA	187	2127	0
HA_vRNA	435	1545	1
PA_vRNA	320	1382	0
PB2_vRNA	655	1905	0
PB1_vRNA	437	1990	0
NP_vRNA	526	943	0
PB1_vRNA	231	2261	0
PB2_vRNA	342	2056	0
NP_vRNA	399	839	1
NP_vRNA	212	260	0
PA_vRNA	1532	1719	0
PB2_vRNA	2208	2244	1
PA_vRNA	654	1633	0
PB2_vRNA	900	1556	0
PA_vRNA	312	1999	0
PB2_vRNA	541	1926	0
M_vRNA	578	641	0
PA_vRNA	1111	1280	0
PB1_vRNA	318	2130	0
M_vRNA	198	391	13
NA_vRNA	427	1065	0
PA_vRNA	333	1894	0
PB2_vRNA	1673	1715	0
PB1_vRNA	418	1979	0
PB1_vRNA	377	1914	0
HA_vRNA	961	1539	0
PB2_vRNA	243	2103	0
PB2_vRNA	763	878	0
PA_vRNA	774	1384	0
PB1_vRNA	1130	1443	0
NA_vRNA	523	885	1
PA_vRNA	543	1799	0
NP_vRNA	620	658	1
NS_vRNA	360	526	0
PA_vRNA	249	1977	0
PA_vRNA	619	1778	0
PA_vRNA	571	1308	0
PB2_vRNA	705	855	0
NS_vRNA	196	238	0
HA_vRNA	534	1480	0
PA_vRNA	427	1827	2
NP_vRNA	729	879	0
HA_vRNA	413	1009	0
NA_vRNA	416	688	0
PB1_vRNA	571	2012	0
PB1_vRNA	385	2023	0
PB1_vRNA	349	385	0
PA_vRNA	224	1987	0
PA_vRNA	892	1419	0
PB1_vRNA	1394	1445	1
HA_vRNA	947	1091	0
PB1_vRNA	317	2184	0
PA_vRNA	283	2072	0
PA_vRNA	497	1771	0
PB2_vRNA	208	2135	0
PB2_vRNA	690	1756	2
PB2_vRNA	1737	1781	0
PB2_vRNA	156	2194	0
PA_vRNA	1149	1769	0
PA_vRNA	394	1927	0
PB1_vRNA	690	1765	0
M_vRNA	189	308	1
PA_vRNA	1130	1835	1
PA_vRNA	1919	2098	1
PB2_vRNA	716	2198	0
PA_vRNA	583	1688	0
NP_vRNA	956	1088	0
PB2_vRNA	410	2061	0
PB2_vRNA	600	1265	1
NP_vRNA	1002	1334	0
PA_vRNA	415	1930	0
PB1_vRNA	241	2157	0
HA_vRNA	271	1329	0
NP_vRNA	745	800	0
HA_vRNA	229	1637	1
NS_vRNA	391	704	0
PA_vRNA	347	2116	0
PB2_vRNA	1524	2157	0
PA_vRNA	538	1823	18
PB2_vRNA	612	1670	0
PB2_vRNA	526	1743	0
NP_vRNA	53	902	1
PA_vRNA	398	1714	0
PB2_vRNA	491	1909	18
PB1_vRNA	665	1789	0
NP_vRNA	366	1165	0
PA_vRNA	524	1741	0
PB2_vRNA	1143	1271	0
PA_vRNA	869	1445	0
HA_vRNA	402	1453	1
PB2_vRNA	187	207	0
PB1_vRNA	579	1768	0
PA_vRNA	625	1870	1
PB1_vRNA	410	2021	0
PA_vRNA	63	1031	0
PB2_vRNA	310	386	0
PB2_vRNA	507	1866	49
PA_vRNA	236	2054	0
PB2_vRNA	526	1830	0
PA_vRNA	473	1926	0
PB1_vRNA	257	1293	0
PB1_vRNA	702	1816	0
PB2_vRNA	377	2035	7
PB2_vRNA	967	1009	0
PA_vRNA	784	1915	0
PA_vRNA	454	1852	0
PB1_vRNA	461	2003	0
NP_vRNA	551	708	2
PA_vRNA	284	1955	1
PB2_vRNA	775	1601	0
NP_vRNA	1156	1318	0
PB2_vRNA	185	2191	0
PB1_vRNA	502	1953	0
PB1_vRNA	403	2011	0
PA_vRNA	224	1953	0
PB1_vRNA	2173	2247	0
PB1_vRNA	192	2101	0
PB2_vRNA	334	2040	0
PB2_vRNA	2027	2138	0
NP_vRNA	158	952	0
PB2_vRNA	312	2041	0
HA_vRNA	567	630	0
PB1_vRNA	622	2065	0
PA_vRNA	431	1849	0
PB1_vRNA	442	2013	0
NA_vRNA	436	1078	0
PB2_vRNA	797	1661	0
PB1_vRNA	949	1263	0
PB1_vRNA	1699	1982	0
PA_vRNA	454	1963	0
NP_vRNA	1393	1423	0
HA_vRNA	859	1125	1
PA_vRNA	654	1072	2
PB2_vRNA	194	351	0
PB2_vRNA	435	1809	0
PB1_vRNA	212	1504	0
PB2_vRNA	278	2147	0
PB1_vRNA	424	2035	0
PA_vRNA	235	2072	0
PA_vRNA	516	1161	1
PA_vRNA	391	1965	0
PB1_vRNA	388	2017	0
PB2_vRNA	216	2098	0
PB1_vRNA	1273	1628	0
PA_vRNA	1202	1237	0
PB1_vRNA	290	2231	1
PA_vRNA	558	2137	137
PA_vRNA	467	1657	1
NP_vRNA	242	744	0
PA_vRNA	349	1984	0
NP_vRNA	579	1119	0
PB2_vRNA	1187	1402	0
PB1_vRNA	421	2015	0
PB2_vRNA	250	2166	0
PB2_vRNA	449	2144	0
PB2_vRNA	1188	1212	1
PB2_vRNA	653	1765	0
PB2_vRNA	279	2134	0
PB1_vRNA	365	1976	0
PB2_vRNA	322	2152	0
PB2_vRNA	638	1881	0
PB1_vRNA	1038	2240	1
PB1_vRNA	460	1998	0
PB1_vRNA	250	2013	0
PB2_vRNA	334	1994	0
PB2_vRNA	208	1404	0
HA_vRNA	1090	1102	0
NP_vRNA	758	784	0
NA_vRNA	141	991	0
PB1_vRNA	438	1969	0
PB1_vRNA	353	2209	0
PB1_vRNA	415	2064	0
NS_vRNA	330	542	1
PB2_vRNA	294	2093	0
PB1_vRNA	662	1751	9
PB2_vRNA	254	2182	0
PB1_vRNA	219	2207	0
NP_vRNA	334	1304	0
PA_vRNA	736	1714	0
HA_vRNA	1113	1397	1
PB1_vRNA	531	1951	0
PB1_vRNA	280	1916	1
PA_vRNA	560	1459	0
PA_vRNA	604	1703	0
PA_vRNA	888	1569	1
PB1_vRNA	353	2031	13
NA_vRNA	532	1044	0
PA_vRNA	265	1997	0
PA_vRNA	495	1770	0
PB1_vRNA	360	2086	0
PB2_vRNA	841	2109	1
PB1_vRNA	438	2026	0
PB1_vRNA	300	2145	0
PB2_vRNA	343	2075	0
PB2_vRNA	478	1785	1
PB1_vRNA	621	1910	1
PB2_vRNA	657	1847	0
PA_vRNA	615	1597	1
NA_vRNA	630	876	1
PA_vRNA	276	2090	0
PB1_vRNA	373	2052	0
NA_vRNA	175	1042	1
HA_vRNA	259	1529	0
NA_vRNA	113	152	0
NA_vRNA	446	924	0
PA_vRNA	289	2048	0
PA_vRNA	566	1894	0
PA_vRNA	315	329	24
PA_vRNA	511	1852	0
PB2_vRNA	308	2069	1
PA_vRNA	1341	1453	0
PB2_vRNA	386	1290	0
PB1_vRNA	273	2074	4
PB1_vRNA	97	114	0
NA_vRNA	700	853	0
PB1_vRNA	372	2016	0
PB2_vRNA	545	1982	0
NS_vRNA	195	529	0
PA_vRNA	601	1649	0
PA_vRNA	763	1578	0
PB2_vRNA	319	2077	0
PA_vRNA	60	884	0
PB2_vRNA	1209	2102	0
PB1_vRNA	587	1926	0
PB2_vRNA	249	2190	0
PA_vRNA	304	1974	189
PB1_vRNA	248	273	0
PB1_vRNA	296	2124	0
NS_vRNA	419	506	0
PB1_vRNA	504	2022	0
PB2_vRNA	659	930	2
PB2_vRNA	669	1600	0
PA_vRNA	439	1761	0
NP_vRNA	32	1188	1
PB1_vRNA	261	2151	0
PB2_vRNA	328	2117	0
PB1_vRNA	299	1832	0
PB1_vRNA	353	2012	0
PA_vRNA	488	1882	0
PB2_vRNA	471	1866	0
PA_vRNA	359	1094	5
PB2_vRNA	894	974	0
HA_vRNA	644	1522	1
PB2_vRNA	590	1844	1
PB2_vRNA	379	2085	0
M_vRNA	368	644	0
PB2_vRNA	428	1964	0
PB1_vRNA	823	891	0
PB2_vRNA	703	1299	0
PA_vRNA	1458	1717	0
PA_vRNA	524	1873	0
PA_vRNA	80	175	1
