segment	fivePrime	threePrime	counts
PB2_vRNA	476	1962	0
NP_vRNA	439	901	1
PA_vRNA	1134	1299	0
PB2_vRNA	1149	1215	0
M_vRNA	358	406	0
PA_vRNA	157	1708	1
PB1_vRNA	374	1925	0
PB2_vRNA	180	341	1
M_vRNA	265	313	0
NA_vRNA	626	746	10
PB2_vRNA	339	2061	0
PB1_vRNA	2154	2185	0
NP_vRNA	389	1011	1
PB2_vRNA	454	1974	0
PB1_vRNA	472	1972	3
PA_vRNA	292	2064	0
NA_vRNA	212	1040	0
PB2_vRNA	256	2139	0
PB2_vRNA	775	1630	1
PA_vRNA	622	1719	0
PB2_vRNA	299	2073	0
NP_vRNA	1221	1487	0
M_vRNA	395	424	0
PB2_vRNA	386	698	0
HA_vRNA	104	848	0
PA_vRNA	1458	1874	0
PA_vRNA	444	980	0
PA_vRNA	511	1930	0
NP_vRNA	220	254	0
NP_vRNA	202	1414	0
PA_vRNA	417	1921	0
PA_vRNA	471	1940	0
PA_vRNA	308	2012	66
NP_vRNA	331	1272	0
PB1_vRNA	451	2084	0
HA_vRNA	303	1640	1
PB1_vRNA	261	2189	0
PB2_vRNA	621	1643	0
NP_vRNA	483	1178	0
PA_vRNA	575	618	4
PB2_vRNA	340	2127	0
PB1_vRNA	714	1670	0
PB2_vRNA	345	2117	7
PB2_vRNA	386	2019	0
NP_vRNA	573	827	0
PB1_vRNA	522	623	0
PB2_vRNA	539	629	2
PB1_vRNA	764	1734	0
PB2_vRNA	342	2065	0
PB2_vRNA	1245	2104	0
HA_vRNA	257	315	3
NP_vRNA	716	748	1
PA_vRNA	581	1713	0
PA_vRNA	221	1933	0
PB2_vRNA	526	551	0
PB2_vRNA	847	1695	0
PB1_vRNA	486	1996	0
PB2_vRNA	364	2058	0
PA_vRNA	294	1961	0
PA_vRNA	579	1722	0
PA_vRNA	609	1698	0
PA_vRNA	761	915	1
PA_vRNA	367	1854	0
PA_vRNA	298	2045	0
PB2_vRNA	656	1739	0
PA_vRNA	790	1288	0
PB2_vRNA	550	1834	0
HA_vRNA	947	1067	0
PA_vRNA	473	1752	1
PB2_vRNA	443	2023	5
PA_vRNA	636	1526	0
PA_vRNA	439	1944	0
PB1_vRNA	261	1742	0
NA_vRNA	316	533	0
NA_vRNA	892	1011	0
NA_vRNA	300	358	1
PA_vRNA	525	1747	0
PB1_vRNA	437	2027	326
PB2_vRNA	187	404	0
HA_vRNA	1436	1499	0
PB1_vRNA	632	2083	0
PA_vRNA	580	1883	0
HA_vRNA	472	1529	0
PA_vRNA	527	1839	0
NP_vRNA	229	624	1
PB1_vRNA	405	2044	0
PA_vRNA	715	2068	0
PB1_vRNA	530	1834	0
PB1_vRNA	243	2215	0
PB1_vRNA	301	2193	0
PB1_vRNA	823	1345	1
PB2_vRNA	201	285	0
PA_vRNA	714	1581	98
PA_vRNA	235	2042	0
PB2_vRNA	569	1815	0
NP_vRNA	440	1249	0
PA_vRNA	292	2034	0
PA_vRNA	355	1932	0
PA_vRNA	860	1558	0
PB1_vRNA	436	1955	0
NP_vRNA	983	1028	0
PA_vRNA	265	1953	0
NP_vRNA	804	1037	1
PA_vRNA	524	1944	0
PA_vRNA	646	1117	0
PA_vRNA	526	1887	0
M_vRNA	428	632	0
NP_vRNA	683	954	1
PB1_vRNA	509	1221	0
NA_vRNA	654	998	1
PB2_vRNA	283	2166	0
PB1_vRNA	832	1680	0
PB1_vRNA	448	2039	0
PB1_vRNA	448	2019	0
PB2_vRNA	608	1780	0
NP_vRNA	643	724	0
PA_vRNA	255	2103	18
PB2_vRNA	708	1827	0
PB2_vRNA	914	1517	0
PB2_vRNA	559	1869	0
M_vRNA	171	265	0
PA_vRNA	238	2059	0
HA_vRNA	167	676	1
PB2_vRNA	836	1982	0
PA_vRNA	1930	2109	1
PB1_vRNA	241	1903	0
NA_vRNA	211	1255	0
NA_vRNA	1228	1258	0
PA_vRNA	395	2002	0
PB2_vRNA	1025	1504	0
PA_vRNA	462	1937	0
PB1_vRNA	397	2014	0
PA_vRNA	428	1034	4
PA_vRNA	147	2100	0
PB1_vRNA	459	2046	0
PB2_vRNA	518	554	0
PB2_vRNA	437	1687	0
NP_vRNA	783	1169	0
PA_vRNA	488	1902	0
NP_vRNA	207	1391	0
PA_vRNA	229	2054	0
M_vRNA	231	267	3
NA_vRNA	390	1272	0
HA_vRNA	383	405	1
PA_vRNA	334	2058	0
PA_vRNA	362	1921	0
PA_vRNA	1066	1614	0
PB2_vRNA	407	2068	0
PB2_vRNA	436	1405	1
PA_vRNA	733	1484	0
HA_vRNA	530	1361	0
PB1_vRNA	328	2145	374
PB2_vRNA	423	1578	0
NS_vRNA	735	797	0
PA_vRNA	497	1854	0
PA_vRNA	639	1696	0
NP_vRNA	351	1041	2
PB2_vRNA	363	1248	0
PB2_vRNA	852	914	0
PB1_vRNA	985	1155	1
PA_vRNA	535	549	1
PB2_vRNA	452	1923	0
PA_vRNA	386	2027	0
PB1_vRNA	862	989	0
HA_vRNA	989	1053	0
PB1_vRNA	185	2082	0
PA_vRNA	157	324	2
PA_vRNA	619	1717	0
PB2_vRNA	1648	1779	0
NA_vRNA	434	968	0
PA_vRNA	834	1517	0
PB2_vRNA	516	1853	0
PB2_vRNA	1974	1989	0
PA_vRNA	352	2012	0
HA_vRNA	80	825	0
M_vRNA	181	541	0
PB2_vRNA	1504	2144	0
PA_vRNA	1365	1451	0
PB2_vRNA	274	2141	80
PB1_vRNA	630	1749	0
PB1_vRNA	260	1741	0
PB1_vRNA	1553	1582	0
NP_vRNA	819	1338	0
PB2_vRNA	691	1741	0
NP_vRNA	954	984	1
PA_vRNA	481	1820	0
NS_vRNA	183	516	1
NS_vRNA	388	425	0
PA_vRNA	547	1746	0
PA_vRNA	568	1151	2
PA_vRNA	462	1961	0
PB1_vRNA	329	2073	0
PA_vRNA	446	1832	0
M_vRNA	99	136	1
PA_vRNA	298	2097	0
NS_vRNA	343	541	0
HA_vRNA	553	1426	0
PA_vRNA	207	2026	0
M_vRNA	536	561	0
NA_vRNA	374	483	1
NS_vRNA	182	214	1
PB1_vRNA	275	330	702
PA_vRNA	352	1961	0
PA_vRNA	285	2032	0
NP_vRNA	271	1287	0
M_vRNA	277	306	0
NP_vRNA	818	1447	1
HA_vRNA	643	1160	0
PA_vRNA	526	2001	0
PB2_vRNA	455	2180	0
NS_vRNA	171	717	0
PB1_vRNA	703	1715	0
NA_vRNA	524	565	0
NP_vRNA	1191	1369	0
PB1_vRNA	379	2129	0
PA_vRNA	988	1945	0
NP_vRNA	310	545	0
NP_vRNA	210	272	1
PA_vRNA	440	1729	14
HA_vRNA	427	1665	0
PA_vRNA	728	1811	0
NA_vRNA	209	1335	12
NP_vRNA	549	1126	0
PB1_vRNA	445	1993	0
PB2_vRNA	484	2110	0
PB2_vRNA	268	2172	0
PA_vRNA	285	1929	0
PA_vRNA	220	2017	0
PB1_vRNA	699	1768	0
M_vRNA	406	429	30
NP_vRNA	292	1405	0
M_vRNA	424	464	0
NP_vRNA	117	763	0
PB2_vRNA	509	1805	0
PA_vRNA	145	1292	1
PA_vRNA	376	2005	0
PA_vRNA	431	1851	0
HA_vRNA	193	1599	0
NA_vRNA	103	437	1
PB1_vRNA	329	2190	0
PB2_vRNA	386	2075	6
PA_vRNA	525	1803	0
HA_vRNA	113	830	0
PB2_vRNA	225	2163	0
PB2_vRNA	129	1271	0
PA_vRNA	241	2052	0
PA_vRNA	452	1916	0
M_vRNA	244	722	0
HA_vRNA	1186	1360	0
PB1_vRNA	226	1550	0
NA_vRNA	1139	1254	0
M_vRNA	406	439	0
PA_vRNA	576	1803	0
PB2_vRNA	398	2025	0
PB1_vRNA	215	2203	0
PB1_vRNA	515	2165	0
HA_vRNA	743	1185	0
NS_vRNA	351	531	2
NA_vRNA	274	1090	0
NA_vRNA	188	1327	0
PA_vRNA	169	1933	0
PA_vRNA	275	2020	0
NP_vRNA	805	1087	1
NA_vRNA	967	1042	0
NP_vRNA	516	772	0
PA_vRNA	536	1914	0
NA_vRNA	381	451	0
PA_vRNA	391	1840	0
NP_vRNA	961	1348	0
PA_vRNA	615	1798	0
NP_vRNA	801	949	0
PB2_vRNA	231	2183	0
NA_vRNA	491	1064	0
HA_vRNA	255	1117	0
PA_vRNA	618	641	1
PB2_vRNA	313	2025	0
HA_vRNA	708	916	0
PB1_vRNA	712	1793	3
PA_vRNA	427	1826	2
PB2_vRNA	243	2210	0
NP_vRNA	201	275	0
NP_vRNA	233	368	2
NS_vRNA	307	597	0
PB2_vRNA	162	286	0
PA_vRNA	149	1042	1
PA_vRNA	1614	1683	0
PA_vRNA	160	206	1
PB1_vRNA	341	1979	0
PB2_vRNA	713	2121	0
PA_vRNA	360	1857	0
HA_vRNA	705	997	0
NA_vRNA	127	580	0
NP_vRNA	439	476	0
NP_vRNA	549	765	2
PA_vRNA	185	1997	0
NA_vRNA	212	602	0
PA_vRNA	250	2042	0
PA_vRNA	474	1791	2
PB1_vRNA	448	1923	0
PA_vRNA	867	1472	0
PA_vRNA	1019	1086	1
PB2_vRNA	567	1857	0
HA_vRNA	819	1076	0
PB2_vRNA	372	2049	0
PA_vRNA	268	2046	0
PA_vRNA	525	1780	0
PB2_vRNA	331	2085	0
NP_vRNA	379	725	2
NP_vRNA	648	865	0
NP_vRNA	167	258	1
M_vRNA	427	596	1
PB2_vRNA	275	2169	0
NA_vRNA	281	1069	0
PA_vRNA	755	1601	0
NA_vRNA	320	1228	0
PA_vRNA	245	2031	138
NS_vRNA	253	544	0
PB2_vRNA	245	2148	0
PB2_vRNA	892	1503	0
PA_vRNA	312	2051	0
PA_vRNA	462	1916	0
PA_vRNA	584	1723	0
HA_vRNA	341	1329	0
PB2_vRNA	216	286	0
PB2_vRNA	1448	1711	0
M_vRNA	349	614	0
M_vRNA	216	396	6
NA_vRNA	632	657	1
NS_vRNA	363	405	0
PB2_vRNA	516	1918	0
NA_vRNA	213	1296	0
PB2_vRNA	268	2215	0
NA_vRNA	324	670	1
PA_vRNA	101	217	0
PA_vRNA	709	1490	0
PA_vRNA	424	669	0
PB2_vRNA	306	2135	0
PB1_vRNA	246	2179	0
NP_vRNA	803	939	0
PB1_vRNA	577	1923	0
NP_vRNA	776	911	0
PB2_vRNA	227	1936	0
PB2_vRNA	304	2083	0
NP_vRNA	200	1402	0
PB1_vRNA	514	2004	0
NA_vRNA	394	726	0
PA_vRNA	416	2023	0
PB2_vRNA	1041	1451	0
NP_vRNA	53	409	1
PB2_vRNA	253	2246	0
PB2_vRNA	317	2077	3
PA_vRNA	396	1922	0
PA_vRNA	993	1647	1
HA_vRNA	258	497	1
PB2_vRNA	504	1982	0
NP_vRNA	938	955	0
PB1_vRNA	309	1982	0
PB2_vRNA	966	2175	0
PB1_vRNA	1209	1320	0
NA_vRNA	583	781	6
NP_vRNA	854	1087	0
PA_vRNA	792	849	0
PB1_vRNA	363	2070	0
PB2_vRNA	312	2082	0
HA_vRNA	91	1007	1
M_vRNA	498	857	6
PB1_vRNA	484	1279	1
PB1_vRNA	1699	1743	1
PA_vRNA	256	2058	155
PB2_vRNA	211	291	0
HA_vRNA	1091	1526	0
NP_vRNA	383	1216	0
PA_vRNA	440	1802	0
NP_vRNA	519	1152	0
NP_vRNA	588	1038	0
PB1_vRNA	315	2182	2
PB2_vRNA	374	2117	0
PB2_vRNA	132	163	0
PB2_vRNA	289	2102	0
PB1_vRNA	289	2184	0
PA_vRNA	291	356	0
NP_vRNA	186	1428	0
NA_vRNA	276	957	0
PA_vRNA	721	1645	3
PB1_vRNA	300	2189	0
M_vRNA	376	799	0
PB2_vRNA	679	1922	0
PA_vRNA	433	925	0
HA_vRNA	446	1315	0
PB1_vRNA	625	1787	0
PB2_vRNA	275	2079	0
PA_vRNA	1036	1957	0
PB2_vRNA	336	373	0
NS_vRNA	745	756	0
PB2_vRNA	318	629	0
PA_vRNA	470	1884	0
PB2_vRNA	336	1963	0
NA_vRNA	509	946	0
PA_vRNA	598	1733	0
NP_vRNA	532	1065	6
PA_vRNA	326	2021	0
HA_vRNA	275	884	0
PB2_vRNA	621	1784	0
PB2_vRNA	427	2129	0
PA_vRNA	441	1932	0
PB2_vRNA	372	2183	13
PA_vRNA	435	1920	0
PA_vRNA	631	1602	0
NP_vRNA	748	1389	1
M_vRNA	464	647	1
NP_vRNA	393	1268	0
NP_vRNA	509	1118	0
NA_vRNA	373	660	0
PA_vRNA	605	1903	0
PB2_vRNA	390	2024	0
PB2_vRNA	1016	1570	0
PA_vRNA	677	1645	0
PB1_vRNA	404	2074	0
PA_vRNA	930	1716	0
PA_vRNA	295	2012	0
PA_vRNA	813	1703	0
PB2_vRNA	458	1787	0
PA_vRNA	86	458	0
PB1_vRNA	377	1913	0
PA_vRNA	494	1874	0
PA_vRNA	92	1832	0
NP_vRNA	289	1257	0
PA_vRNA	292	2108	0
PB2_vRNA	263	2162	0
PA_vRNA	1193	1628	1
HA_vRNA	1391	1400	1
PB1_vRNA	308	2148	0
PB1_vRNA	335	1978	0
PA_vRNA	521	1076	1
NP_vRNA	263	1341	0
PA_vRNA	324	2093	0
HA_vRNA	76	145	0
HA_vRNA	130	1392	0
PB1_vRNA	444	2028	0
PB2_vRNA	233	2117	0
NA_vRNA	199	660	0
M_vRNA	271	423	1
PA_vRNA	1532	1719	0
NP_vRNA	79	769	1
PA_vRNA	211	1920	0
PA_vRNA	462	1808	0
NP_vRNA	902	1196	0
PA_vRNA	318	2022	0
M_vRNA	578	641	0
PB1_vRNA	386	2104	0
PA_vRNA	363	1945	0
HA_vRNA	290	1541	0
NA_vRNA	354	1115	0
PB2_vRNA	738	1719	0
PA_vRNA	452	1826	0
NA_vRNA	353	1172	0
NP_vRNA	992	1017	0
PB2_vRNA	928	1486	0
NP_vRNA	342	841	0
PA_vRNA	212	2010	0
M_vRNA	103	837	0
PB1_vRNA	402	2045	0
NP_vRNA	620	939	0
PB2_vRNA	354	2224	0
PA_vRNA	696	1651	0
PB1_vRNA	418	2024	0
PB2_vRNA	475	1918	0
PA_vRNA	285	1938	0
NS_vRNA	360	526	0
PB2_vRNA	286	2196	0
PA_vRNA	907	1399	0
PA_vRNA	584	1691	0
PA_vRNA	1582	1958	1
PB1_vRNA	352	2137	0
PB2_vRNA	705	855	1
NS_vRNA	196	238	2
M_vRNA	145	257	0
PB1_vRNA	385	2023	0
PB2_vRNA	456	1767	0
PA_vRNA	716	1037	0
PB1_vRNA	459	1972	0
PB2_vRNA	454	2073	0
PA_vRNA	173	2045	0
PB1_vRNA	293	1488	3
PA_vRNA	759	1582	0
NA_vRNA	722	1270	0
PB2_vRNA	185	226	0
PB1_vRNA	229	1225	1
NP_vRNA	811	939	0
PB2_vRNA	274	2175	0
HA_vRNA	345	1545	0
NP_vRNA	257	841	0
NS_vRNA	217	468	0
PA_vRNA	264	2020	0
PB1_vRNA	307	2179	0
PB1_vRNA	774	1768	0
PA_vRNA	717	1647	0
PB2_vRNA	262	2071	0
PB2_vRNA	1037	1244	1
NA_vRNA	981	1084	0
NP_vRNA	652	1029	0
PB2_vRNA	164	243	1
NP_vRNA	558	1044	0
NA_vRNA	345	1143	0
NA_vRNA	375	414	0
NP_vRNA	331	1246	0
NP_vRNA	1115	1163	0
PB1_vRNA	529	1837	0
PB2_vRNA	386	2015	0
NP_vRNA	53	902	1
PB2_vRNA	575	686	0
HA_vRNA	575	926	0
NP_vRNA	892	1463	0
PA_vRNA	1349	1663	0
PA_vRNA	348	379	0
PA_vRNA	275	2056	0
NP_vRNA	621	694	0
PB1_vRNA	203	2098	0
NA_vRNA	661	1005	1
NS_vRNA	217	654	0
PA_vRNA	479	1809	0
PA_vRNA	63	1031	1
HA_vRNA	249	1619	0
HA_vRNA	409	1493	0
PA_vRNA	236	2054	0
PB1_vRNA	402	1982	0
PB1_vRNA	289	1877	101
M_vRNA	435	461	0
PB1_vRNA	273	2154	3
NA_vRNA	159	1007	0
NP_vRNA	551	708	3
PB2_vRNA	647	1870	0
NS_vRNA	312	626	0
M_vRNA	292	727	0
PA_vRNA	1155	1605	0
PA_vRNA	329	2056	0
PB1_vRNA	307	2029	0
PB1_vRNA	662	1712	0
PB1_vRNA	301	1995	0
NA_vRNA	63	550	0
HA_vRNA	362	1622	0
PB2_vRNA	334	2040	0
PA_vRNA	453	1719	0
PA_vRNA	320	1994	0
PA_vRNA	220	2074	0
PA_vRNA	431	1849	0
PA_vRNA	415	1913	0
PB1_vRNA	949	1263	0
NA_vRNA	602	884	0
PA_vRNA	654	1072	1
PA_vRNA	764	1375	0
PB1_vRNA	446	2024	1
NP_vRNA	52	768	0
PA_vRNA	443	1892	0
PA_vRNA	1078	1430	0
PA_vRNA	516	1161	1
PA_vRNA	1229	1574	0
PB2_vRNA	574	1906	0
PB1_vRNA	1265	1619	0
PA_vRNA	558	2137	0
PA_vRNA	467	1657	0
NA_vRNA	362	396	0
PB2_vRNA	697	745	0
PB1_vRNA	421	2015	0
PB2_vRNA	383	2025	0
HA_vRNA	668	748	1
HA_vRNA	202	1186	0
NP_vRNA	514	1198	0
PB2_vRNA	1188	1212	1
PA_vRNA	328	1922	0
HA_vRNA	1505	1591	0
M_vRNA	396	622	0
PA_vRNA	317	1971	0
PB1_vRNA	479	2038	0
PA_vRNA	362	2106	0
NA_vRNA	470	1051	0
PB1_vRNA	405	2046	0
NA_vRNA	732	787	0
M_vRNA	730	755	0
PB1_vRNA	202	1867	0
PB1_vRNA	415	2064	0
NA_vRNA	276	1109	1
PB1_vRNA	767	1707	0
PB1_vRNA	471	2059	0
PB1_vRNA	219	2207	41
PA_vRNA	695	1081	0
PB2_vRNA	438	2026	0
PB1_vRNA	374	1916	0
PA_vRNA	237	1990	0
PB1_vRNA	437	1998	0
NA_vRNA	221	1247	0
PA_vRNA	1122	2037	1
PB1_vRNA	1091	1660	1
M_vRNA	277	635	0
NA_vRNA	268	672	1
NP_vRNA	967	1033	0
PB2_vRNA	612	1890	0
PA_vRNA	496	1727	0
NP_vRNA	420	452	0
PB1_vRNA	384	2058	0
NA_vRNA	175	1042	3
PA_vRNA	623	1727	0
PB1_vRNA	123	2137	1
PA_vRNA	397	1845	18
PB1_vRNA	544	1870	0
PB1_vRNA	747	2057	0
PB2_vRNA	266	2242	1
M_vRNA	390	544	0
PA_vRNA	278	2039	0
PB1_vRNA	569	1937	0
NA_vRNA	976	1257	2
PB2_vRNA	1800	2103	0
PA_vRNA	683	1860	1
PB2_vRNA	438	2034	0
PA_vRNA	507	1886	0
PA_vRNA	597	1610	0
PB2_vRNA	879	1627	0
PA_vRNA	257	2074	0
PB2_vRNA	1182	1795	0
PB2_vRNA	480	1961	0
M_vRNA	469	517	0
PA_vRNA	1207	2013	1
PA_vRNA	511	774	0
PB1_vRNA	528	2036	0
NP_vRNA	32	1188	0
PA_vRNA	252	2092	0
NP_vRNA	249	1423	0
PA_vRNA	359	1094	2
PB1_vRNA	160	2207	0
PB1_vRNA	692	1780	0
PA_vRNA	525	1837	101
PA_vRNA	1458	1717	0
PA_vRNA	590	851	0
PA_vRNA	322	1919	16
PB1_vRNA	1411	2138	0
PA_vRNA	1195	1602	0
PB1_vRNA	947	1620	0
PB2_vRNA	216	2146	0
PA_vRNA	537	1868	2
PA_vRNA	437	1944	1
NP_vRNA	769	1125	1
NP_vRNA	425	1161	0
PA_vRNA	240	930	0
PA_vRNA	159	1984	0
PB1_vRNA	497	1913	0
PA_vRNA	684	1536	0
PA_vRNA	185	1999	0
PA_vRNA	433	2009	0
PB2_vRNA	315	2103	0
PA_vRNA	715	1582	0
PA_vRNA	512	1973	0
PB2_vRNA	1890	1950	0
PB1_vRNA	541	1978	0
HA_vRNA	798	1080	0
PB2_vRNA	868	1410	0
PA_vRNA	543	1509	0
PB1_vRNA	230	2138	1
PA_vRNA	780	1513	1
PB1_vRNA	460	2022	0
PA_vRNA	1165	1837	0
PA_vRNA	522	1911	0
NP_vRNA	344	884	0
PA_vRNA	537	1789	142
PB1_vRNA	459	1978	0
NA_vRNA	541	825	0
PA_vRNA	475	1746	0
PA_vRNA	1074	1407	0
PA_vRNA	175	324	0
PB2_vRNA	1192	1223	0
HA_vRNA	287	1640	49
NA_vRNA	563	1040	0
PA_vRNA	746	967	0
PA_vRNA	329	2098	5
PA_vRNA	649	1841	39
PB2_vRNA	379	1997	0
PA_vRNA	491	1823	0
PB2_vRNA	268	2144	0
PB2_vRNA	455	1838	0
PA_vRNA	66	933	0
PB1_vRNA	366	2091	3
HA_vRNA	559	1284	0
PB1_vRNA	286	2140	1834
PB1_vRNA	412	1993	0
PA_vRNA	417	1903	0
PB1_vRNA	949	1264	1
PA_vRNA	266	379	1
PB1_vRNA	289	2142	0
PA_vRNA	409	2050	0
PB1_vRNA	342	2180	0
PB2_vRNA	386	1237	2
PA_vRNA	462	1915	0
PA_vRNA	377	1071	1
HA_vRNA	336	1534	0
PB2_vRNA	1240	2131	1
NP_vRNA	506	655	0
NA_vRNA	322	716	1
NP_vRNA	161	762	1
PA_vRNA	561	1866	0
PA_vRNA	223	2003	0
PB1_vRNA	286	2142	0
M_vRNA	597	624	1
PB1_vRNA	233	2144	14
PA_vRNA	416	1994	0
PA_vRNA	288	356	0
NP_vRNA	225	1404	0
PB2_vRNA	121	683	1
PB1_vRNA	568	2005	0
PB1_vRNA	320	2007	0
PA_vRNA	558	1947	0
M_vRNA	475	550	1
NA_vRNA	847	879	2
PA_vRNA	189	2123	0
PA_vRNA	163	1697	0
PB1_vRNA	843	909	0
PB2_vRNA	457	1970	0
NA_vRNA	511	1120	0
M_vRNA	173	253	0
PA_vRNA	242	1999	0
NA_vRNA	394	998	0
PA_vRNA	575	1159	1
PB1_vRNA	508	2005	0
PA_vRNA	677	1112	0
PA_vRNA	245	598	0
M_vRNA	268	368	9
PB2_vRNA	159	1692	1
PA_vRNA	350	1926	0
PB2_vRNA	666	687	3
PA_vRNA	197	238	0
PB1_vRNA	446	2032	0
PB1_vRNA	729	1720	0
PA_vRNA	956	1503	0
NP_vRNA	302	1263	0
PA_vRNA	416	2049	0
PA_vRNA	157	1108	0
PB2_vRNA	296	2114	0
PA_vRNA	759	1681	0
PB2_vRNA	907	1992	0
PA_vRNA	602	1396	0
PA_vRNA	391	1919	0
PB1_vRNA	533	1717	0
PB1_vRNA	238	2073	1
PA_vRNA	309	327	2
PB2_vRNA	585	1916	0
HA_vRNA	557	1422	0
PB1_vRNA	275	332	2
HA_vRNA	372	1450	0
PB1_vRNA	264	2165	0
PB2_vRNA	449	2174	0
PB1_vRNA	443	2021	0
PB1_vRNA	233	2062	0
PB1_vRNA	243	1904	0
PB2_vRNA	342	2007	0
PB2_vRNA	470	2000	1
PA_vRNA	1964	2007	0
PA_vRNA	1221	1797	0
PB2_vRNA	339	2056	0
PB2_vRNA	291	2016	0
NA_vRNA	979	1027	0
PB1_vRNA	525	2000	0
PB1_vRNA	844	1625	0
PB2_vRNA	1150	1290	1
PA_vRNA	224	1971	0
NS_vRNA	251	337	1
PA_vRNA	370	2042	0
PA_vRNA	677	1667	0
PB2_vRNA	610	1858	320
PB1_vRNA	430	1959	0
HA_vRNA	451	533	0
NP_vRNA	1088	1140	1
PB2_vRNA	391	1313	0
PA_vRNA	320	2025	0
PB1_vRNA	486	1234	0
PB2_vRNA	1476	1545	0
PA_vRNA	1310	1391	1
HA_vRNA	219	339	0
PB1_vRNA	395	1168	1
PB1_vRNA	234	2207	0
PB2_vRNA	366	1246	0
PA_vRNA	762	773	2
NA_vRNA	454	1108	0
PA_vRNA	161	1758	0
HA_vRNA	1040	1182	0
PB2_vRNA	685	1882	0
NP_vRNA	1023	1051	0
PA_vRNA	592	1718	1
PA_vRNA	229	2096	0
PB1_vRNA	166	207	0
PA_vRNA	397	1973	0
PB1_vRNA	437	2009	0
NS_vRNA	593	648	1
PB1_vRNA	898	1527	0
PB1_vRNA	642	1716	0
PB1_vRNA	469	1966	0
NP_vRNA	773	1048	2
PB2_vRNA	100	312	0
PA_vRNA	307	1999	0
HA_vRNA	665	1163	1
PA_vRNA	716	1556	0
PB2_vRNA	455	2067	0
PA_vRNA	1943	2134	0
NP_vRNA	346	983	1
PB1_vRNA	433	2003	6
PA_vRNA	281	305	0
NA_vRNA	100	1299	0
PB2_vRNA	762	1808	0
PB2_vRNA	1828	2043	0
M_vRNA	598	619	0
M_vRNA	750	760	0
PB1_vRNA	225	2171	0
NS_vRNA	144	442	1
PB1_vRNA	415	2082	165
HA_vRNA	710	975	3
NP_vRNA	561	784	0
M_vRNA	672	690	0
PA_vRNA	1342	1381	1
HA_vRNA	168	875	0
HA_vRNA	769	1245	0
NP_vRNA	126	1131	0
NP_vRNA	114	882	1
HA_vRNA	446	1422	0
PA_vRNA	210	2102	0
PA_vRNA	941	1581	0
PA_vRNA	279	1986	0
PA_vRNA	281	2095	496
PA_vRNA	175	1690	0
PB2_vRNA	527	733	1
HA_vRNA	1009	1037	0
PA_vRNA	169	1044	0
PB2_vRNA	188	2204	0
M_vRNA	407	458	0
NP_vRNA	1446	1488	0
PB2_vRNA	373	2046	0
NP_vRNA	314	343	0
PB1_vRNA	408	2035	0
NA_vRNA	165	1254	0
PA_vRNA	336	1892	0
PA_vRNA	528	585	0
NA_vRNA	646	886	0
NP_vRNA	596	1347	0
PB1_vRNA	186	1921	0
PA_vRNA	607	1683	0
PB1_vRNA	404	2116	0
M_vRNA	194	425	2
NA_vRNA	341	555	0
PA_vRNA	1007	1436	0
NP_vRNA	458	1218	0
PA_vRNA	252	2083	0
PA_vRNA	275	955	1
PA_vRNA	633	1623	23
NP_vRNA	384	1248	0
PB1_vRNA	712	1781	0
NS_vRNA	682	712	0
HA_vRNA	394	1435	0
PA_vRNA	454	1951	0
PB1_vRNA	1603	2135	0
PA_vRNA	553	1814	0
PB1_vRNA	1064	1759	0
PB2_vRNA	445	1909	0
PB2_vRNA	331	2180	0
PB1_vRNA	432	1933	0
PB2_vRNA	1790	2262	0
PB1_vRNA	429	2021	0
PB1_vRNA	406	2020	0
PB2_vRNA	138	169	1
NP_vRNA	968	1061	7
HA_vRNA	352	1120	0
PA_vRNA	224	696	0
PA_vRNA	528	1742	0
PA_vRNA	783	1939	0
PB2_vRNA	267	2243	17
PB2_vRNA	596	2061	0
PB1_vRNA	447	2058	0
HA_vRNA	564	1464	0
NA_vRNA	887	1073	0
PB2_vRNA	573	1875	0
PA_vRNA	520	1824	0
M_vRNA	288	977	2
PA_vRNA	1231	1431	0
PA_vRNA	2047	2084	0
PB2_vRNA	506	1807	0
PB2_vRNA	157	2198	0
NP_vRNA	411	1191	0
PB1_vRNA	425	2019	0
PA_vRNA	157	1097	0
NA_vRNA	873	961	1
PB2_vRNA	510	1893	0
PB2_vRNA	1383	1496	0
PB1_vRNA	214	2195	0
PB1_vRNA	479	1179	1
PB2_vRNA	146	1468	0
PB2_vRNA	1298	1694	0
PB1_vRNA	430	1930	0
NP_vRNA	753	986	0
PB2_vRNA	538	1821	0
PB2_vRNA	782	839	0
PB2_vRNA	570	2012	0
PA_vRNA	65	1966	0
NP_vRNA	548	1142	0
PB1_vRNA	104	1568	1
PA_vRNA	497	1790	0
PA_vRNA	447	1887	0
PB2_vRNA	401	511	0
PB1_vRNA	251	1463	0
PB1_vRNA	760	1855	0
HA_vRNA	363	1521	0
PA_vRNA	475	1786	0
PB2_vRNA	580	1871	0
PA_vRNA	361	1860	0
PB2_vRNA	455	1873	0
PA_vRNA	388	1893	0
PA_vRNA	622	1811	0
NP_vRNA	144	888	0
PB1_vRNA	302	2141	0
NP_vRNA	399	497	0
NP_vRNA	1217	1252	0
PB1_vRNA	847	1584	19
NA_vRNA	559	1016	0
PB1_vRNA	849	1522	1
NA_vRNA	406	1051	0
NA_vRNA	664	768	1
PB1_vRNA	422	1952	0
